0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
0,0.25,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33776,1,1,0,0,0,0,0,0,0
